make,model,year,engine_fuel_type,engine_hp,engine_cylinders,transmission_type,driven_wheels,number_of_doors,market_category,vehicle_size,vehicle_style,highway_mpg,city_mpg,popularity,msrp,price_segment
Dodge,Dakota,2009,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Flex Fuel,Compact,Extended Cab Pickup,20,15,1851,22560,Budget
Dodge,Dakota,2010,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Flex Fuel,Compact,Crew Cab Pickup,20,15,1851,26325,Budget
Dodge,Dakota,2010,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Compact,Extended Cab Pickup,18,14,1851,27880,Budget
Dodge,Dakota,2010,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Flex Fuel,Compact,Crew Cab Pickup,20,15,1851,25305,Budget
Dodge,Dakota,2010,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Compact,Crew Cab Pickup,18,14,1851,28255,Budget
Dodge,Dakota,2010,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Flex Fuel,Compact,Extended Cab Pickup,20,15,1851,23630,Budget
Dodge,Dakota,2010,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Compact,Extended Cab Pickup,18,14,1851,27005,Budget
Dodge,Dakota,2010,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Flex Fuel,Compact,Extended Cab Pickup,20,15,1851,23630,Budget
Dodge,Dakota,2010,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Compact,Crew Cab Pickup,18,14,1851,29275,Budget
Dodge,Dakota,2010,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Flex Fuel,Compact,Extended Cab Pickup,20,15,1851,22755,Budget
Dodge,Dakota,2010,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Compact,Crew Cab Pickup,18,14,1851,33180,Mid-range
Dodge,Dakota,2010,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Compact,Extended Cab Pickup,18,14,1851,27880,Budget
Dodge,Dakota,2010,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Compact,Crew Cab Pickup,18,14,1851,29275,Budget
Dodge,Dakota,2010,flex-fuel (unleaded/E85),302.0,8.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Compact,Crew Cab Pickup,19,14,1851,31365,Mid-range
Dodge,Dakota,2010,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Flex Fuel,Compact,Crew Cab Pickup,20,15,1851,26325,Budget
Dodge,Dakota,2010,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Flex Fuel,Compact,Crew Cab Pickup,20,15,1851,30180,Mid-range
Rolls-Royce,Dawn,2016,premium unleaded (required),563.0,12.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,Luxury,High-Performance",Large,Convertible,19,12,86,335000,Ultra-Luxury
Dodge,Daytona,1991,regular unleaded,152.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Factory Tuner,Performance",Compact,2dr Hatchback,24,18,1851,2000,Economy
Dodge,Daytona,1991,regular unleaded,152.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,24,18,1851,2000,Economy
Dodge,Daytona,1991,regular unleaded,152.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Factory Tuner,Performance",Compact,2dr Hatchback,24,18,1851,2000,Economy
Dodge,Daytona,1991,regular unleaded,100.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,31,21,1851,2000,Economy
Dodge,Daytona,1991,regular unleaded,141.0,6.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,25,17,1851,2000,Economy
Dodge,Daytona,1991,regular unleaded,100.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,31,21,1851,2000,Economy
Dodge,Daytona,1992,regular unleaded,224.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Factory Tuner,Performance",Compact,2dr Hatchback,24,17,1851,2000,Economy
Dodge,Daytona,1992,regular unleaded,141.0,6.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,26,17,1851,2000,Economy
Dodge,Daytona,1992,regular unleaded,100.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,29,20,1851,2000,Economy
Dodge,Daytona,1992,regular unleaded,100.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,29,20,1851,2000,Economy
Dodge,Daytona,1993,regular unleaded,100.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,29,22,1851,2000,Economy
Dodge,Daytona,1993,regular unleaded,100.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,29,22,1851,2000,Economy
Dodge,Daytona,1993,regular unleaded,141.0,6.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,25,17,1851,2000,Economy
Dodge,Daytona,1993,regular unleaded,224.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Factory Tuner,Performance",Compact,2dr Hatchback,24,17,1851,2000,Economy
Aston Martin,DB7,2003,premium unleaded (required),420.0,12.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,Factory Tuner,High-Performance",Compact,Coupe,18,11,259,156300,Ultra-Luxury
Aston Martin,DB7,2003,premium unleaded (required),420.0,12.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Convertible,17,10,259,151800,Ultra-Luxury
Aston Martin,DB7,2003,premium unleaded (required),435.0,12.0,MANUAL,rear wheel drive,2.0,"Exotic,Factory Tuner,High-Performance",Compact,Coupe,15,9,259,156300,Ultra-Luxury
Aston Martin,DB7,2003,premium unleaded (required),420.0,12.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,17,10,259,141800,Ultra-Luxury
Aston Martin,DB9 GT,2016,premium unleaded (required),540.0,12.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,High-Performance",Midsize,Coupe,19,13,259,235307,Ultra-Luxury
Aston Martin,DB9 GT,2016,premium unleaded (required),540.0,12.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,High-Performance",Midsize,Convertible,19,13,259,213250,Ultra-Luxury
Aston Martin,DB9 GT,2016,premium unleaded (required),540.0,12.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,High-Performance",Midsize,Coupe,19,13,259,198250,Ultra-Luxury
Aston Martin,DB9,2013,premium unleaded (required),510.0,12.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,High-Performance",Midsize,Convertible,19,13,259,198700,Ultra-Luxury
Aston Martin,DB9,2013,premium unleaded (required),510.0,12.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,High-Performance",Midsize,Coupe,19,13,259,183700,Ultra-Luxury
Aston Martin,DB9,2014,premium unleaded (required),510.0,12.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,High-Performance",Midsize,Convertible,19,13,259,200800,Ultra-Luxury
Aston Martin,DB9,2014,premium unleaded (required),510.0,12.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,High-Performance",Midsize,Coupe,19,13,259,185800,Ultra-Luxury
Aston Martin,DB9,2015,premium unleaded (required),510.0,12.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,High-Performance",Midsize,Coupe,19,13,259,198295,Ultra-Luxury
Aston Martin,DB9,2015,premium unleaded (required),510.0,12.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,High-Performance",Midsize,Coupe,19,13,259,188295,Ultra-Luxury
Aston Martin,DB9,2015,premium unleaded (required),510.0,12.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,High-Performance",Midsize,Convertible,19,13,259,203295,Ultra-Luxury
Aston Martin,DB9,2015,premium unleaded (required),510.0,12.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,High-Performance",Midsize,Convertible,19,13,259,213295,Ultra-Luxury
Aston Martin,DBS,2010,premium unleaded (required),510.0,12.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,High-Performance",Midsize,Convertible,18,12,259,283900,Ultra-Luxury
Aston Martin,DBS,2010,premium unleaded (required),510.0,12.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Midsize,Convertible,17,11,259,279500,Ultra-Luxury
Aston Martin,DBS,2010,premium unleaded (required),510.0,12.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,High-Performance",Midsize,Coupe,18,12,259,270400,Ultra-Luxury
Aston Martin,DBS,2010,premium unleaded (required),510.0,12.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Midsize,Coupe,17,11,259,266000,Ultra-Luxury
Aston Martin,DBS,2011,premium unleaded (required),510.0,12.0,MANUAL,rear wheel drive,2.0,"Exotic,Factory Tuner,High-Performance",Midsize,Convertible,17,11,259,282295,Ultra-Luxury
Aston Martin,DBS,2011,premium unleaded (required),510.0,12.0,MANUAL,rear wheel drive,2.0,"Exotic,Factory Tuner,High-Performance",Midsize,Coupe,17,11,259,268660,Ultra-Luxury
Aston Martin,DBS,2011,premium unleaded (required),510.0,12.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,Factory Tuner,High-Performance",Midsize,Coupe,18,12,259,273104,Ultra-Luxury
Aston Martin,DBS,2011,premium unleaded (required),510.0,12.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,Factory Tuner,High-Performance",Midsize,Convertible,18,12,259,286739,Ultra-Luxury
Aston Martin,DBS,2012,premium unleaded (required),510.0,12.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Midsize,Convertible,17,11,259,295987,Ultra-Luxury
Aston Martin,DBS,2012,premium unleaded (required),510.0,12.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,High-Performance",Midsize,Coupe,18,12,259,275861,Ultra-Luxury
Aston Martin,DBS,2012,premium unleaded (required),510.0,12.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Midsize,Coupe,17,11,259,284576,Ultra-Luxury
Aston Martin,DBS,2012,premium unleaded (required),510.0,12.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,High-Performance",Midsize,Convertible,18,12,259,296387,Ultra-Luxury
Aston Martin,DBS,2012,premium unleaded (required),510.0,12.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Midsize,Convertible,17,11,259,290461,Ultra-Luxury
Aston Martin,DBS,2012,premium unleaded (required),510.0,12.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,High-Performance",Midsize,Coupe,18,12,259,284976,Ultra-Luxury
Aston Martin,DBS,2012,premium unleaded (required),510.0,12.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,High-Performance",Midsize,Convertible,18,12,259,290861,Ultra-Luxury
Aston Martin,DBS,2012,premium unleaded (required),510.0,12.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Midsize,Coupe,17,11,259,275461,Ultra-Luxury
Land Rover,Defender,1994,regular unleaded,182.0,8.0,MANUAL,four wheel drive,2.0,Luxury,Compact,2dr SUV,15,12,258,27736,Budget
Land Rover,Defender,1995,regular unleaded,182.0,8.0,MANUAL,four wheel drive,2.0,Luxury,Compact,2dr SUV,15,12,258,30709,Mid-range
Land Rover,Defender,1997,regular unleaded,182.0,8.0,AUTOMATIC,four wheel drive,2.0,Luxury,Compact,Convertible SUV,14,12,258,36931,Mid-range
Land Rover,Defender,1997,regular unleaded,182.0,8.0,AUTOMATIC,four wheel drive,2.0,Luxury,Compact,2dr SUV,14,12,258,39669,Mid-range
Cadillac,DeVille,2003,regular unleaded,275.0,8.0,AUTOMATIC,front wheel drive,4.0,Luxury,Large,Sedan,25,16,1624,49150,Premium
Cadillac,DeVille,2003,regular unleaded,300.0,8.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Large,Sedan,25,16,1624,49150,Premium
Cadillac,DeVille,2003,regular unleaded,275.0,8.0,AUTOMATIC,front wheel drive,4.0,Luxury,Large,Sedan,25,16,1624,44400,Mid-range
Cadillac,DeVille,2004,regular unleaded,300.0,8.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Large,Sedan,24,16,1624,50750,Premium
Cadillac,DeVille,2004,regular unleaded,275.0,8.0,AUTOMATIC,front wheel drive,4.0,Luxury,Large,Sedan,24,16,1624,50750,Premium
Cadillac,DeVille,2004,regular unleaded,275.0,8.0,AUTOMATIC,front wheel drive,4.0,Luxury,Large,Sedan,24,16,1624,45600,Premium
Cadillac,DeVille,2005,regular unleaded,275.0,8.0,AUTOMATIC,front wheel drive,4.0,Luxury,Large,Sedan,22,15,1624,51600,Premium
Cadillac,DeVille,2005,regular unleaded,275.0,8.0,AUTOMATIC,front wheel drive,4.0,Luxury,Large,Sedan,22,15,1624,46430,Premium
Cadillac,DeVille,2005,regular unleaded,275.0,8.0,AUTOMATIC,front wheel drive,4.0,Luxury,Large,Sedan,22,15,1624,46045,Premium
Cadillac,DeVille,2005,regular unleaded,290.0,8.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Large,Sedan,24,16,1624,51600,Premium
Lamborghini,Diablo,2001,premium unleaded (required),550.0,12.0,MANUAL,all wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,12,9,1158,294900,Ultra-Luxury
Land Rover,Discovery Series II,2000,regular unleaded,188.0,8.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,4dr SUV,16,12,258,2561,Economy
Land Rover,Discovery Series II,2001,premium unleaded (required),188.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,16,12,258,36350,Mid-range
Land Rover,Discovery Series II,2001,premium unleaded (required),188.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,16,12,258,33350,Mid-range
Land Rover,Discovery Series II,2001,premium unleaded (required),188.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,16,12,258,34350,Mid-range
Land Rover,Discovery Series II,2002,premium unleaded (required),188.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,16,12,258,33350,Mid-range
Land Rover,Discovery Series II,2002,premium unleaded (required),188.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,16,12,258,37150,Mid-range
Land Rover,Discovery Sport,2015,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,26,20,258,37070,Mid-range
Land Rover,Discovery Sport,2015,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,26,20,258,45570,Premium
Land Rover,Discovery Sport,2015,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,26,20,258,41570,Mid-range
Land Rover,Discovery Sport,2016,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,26,20,258,41955,Mid-range
Land Rover,Discovery Sport,2016,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,26,20,258,45955,Premium
Land Rover,Discovery Sport,2016,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,26,20,258,37455,Mid-range
Land Rover,Discovery Sport,2017,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,25,20,258,46595,Premium
Land Rover,Discovery Sport,2017,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,25,20,258,42195,Mid-range
Land Rover,Discovery Sport,2017,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,25,20,258,37695,Mid-range
Land Rover,Discovery,2003,premium unleaded (required),217.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,14,11,258,34350,Mid-range
Land Rover,Discovery,2003,premium unleaded (required),217.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,14,11,258,40350,Mid-range
Land Rover,Discovery,2003,premium unleaded (required),217.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,14,11,258,38350,Mid-range
Land Rover,Discovery,2004,premium unleaded (required),217.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,14,11,258,38685,Mid-range
Land Rover,Discovery,2004,premium unleaded (required),217.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,14,11,258,40685,Mid-range
Land Rover,Discovery,2004,premium unleaded (required),217.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,14,11,258,34330,Mid-range
Cadillac,DTS,2009,regular unleaded,275.0,8.0,AUTOMATIC,front wheel drive,4.0,Luxury,Large,Sedan,23,15,1624,51460,Premium
Cadillac,DTS,2009,regular unleaded,275.0,8.0,AUTOMATIC,front wheel drive,4.0,Luxury,Large,Sedan,23,15,1624,46280,Premium
Cadillac,DTS,2009,regular unleaded,275.0,8.0,AUTOMATIC,front wheel drive,4.0,Luxury,Large,Sedan,23,15,1624,49730,Premium
Cadillac,DTS,2009,regular unleaded,292.0,8.0,AUTOMATIC,front wheel drive,4.0,Luxury,Large,Sedan,22,15,1624,54230,Premium
Cadillac,DTS,2009,regular unleaded,275.0,8.0,AUTOMATIC,front wheel drive,4.0,Luxury,Large,Sedan,23,15,1624,49230,Premium
Cadillac,DTS,2009,regular unleaded,275.0,8.0,AUTOMATIC,front wheel drive,4.0,Luxury,Large,Sedan,23,15,1624,47625,Premium
Cadillac,DTS,2010,premium unleaded (recommended),275.0,8.0,AUTOMATIC,front wheel drive,4.0,Luxury,Large,Sedan,23,15,1624,46280,Premium
Cadillac,DTS,2010,premium unleaded (recommended),275.0,8.0,AUTOMATIC,front wheel drive,4.0,Luxury,Large,Sedan,23,15,1624,51525,Premium
Cadillac,DTS,2010,premium unleaded (recommended),275.0,8.0,AUTOMATIC,front wheel drive,4.0,Luxury,Large,Sedan,23,15,1624,54425,Premium
Cadillac,DTS,2010,premium unleaded (recommended),292.0,8.0,AUTOMATIC,front wheel drive,4.0,Luxury,Large,Sedan,22,15,1624,59475,Premium
Cadillac,DTS,2011,premium unleaded (recommended),292.0,8.0,AUTOMATIC,front wheel drive,4.0,Luxury,Large,Sedan,23,15,1624,59875,Premium
Cadillac,DTS,2011,premium unleaded (recommended),275.0,8.0,AUTOMATIC,front wheel drive,4.0,Luxury,Large,Sedan,23,15,1624,51925,Premium
Cadillac,DTS,2011,premium unleaded (recommended),275.0,8.0,AUTOMATIC,front wheel drive,4.0,Luxury,Large,Sedan,23,15,1624,54825,Premium
Cadillac,DTS,2011,premium unleaded (recommended),275.0,8.0,AUTOMATIC,front wheel drive,4.0,Luxury,Large,Sedan,23,15,1624,46680,Premium
Dodge,Durango,2015,regular unleaded,290.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Crossover,Performance",Large,4dr SUV,25,18,1851,36895,Mid-range
Dodge,Durango,2015,premium unleaded (recommended),360.0,8.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Performance",Large,4dr SUV,22,14,1851,42495,Mid-range
Dodge,Durango,2015,regular unleaded,290.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Large,4dr SUV,24,17,1851,39495,Mid-range
Dodge,Durango,2015,regular unleaded,290.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Crossover,Performance",Large,4dr SUV,25,18,1851,40995,Mid-range
Dodge,Durango,2015,regular unleaded,290.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Performance",Large,4dr SUV,24,17,1851,33095,Mid-range
Dodge,Durango,2015,regular unleaded,290.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Large,4dr SUV,24,17,1851,43595,Mid-range
Dodge,Durango,2015,premium unleaded (recommended),360.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Crossover,Performance",Large,4dr SUV,23,14,1851,39995,Mid-range
Dodge,Durango,2015,regular unleaded,290.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Crossover,Performance",Large,4dr SUV,25,18,1851,30495,Mid-range
Dodge,Durango,2016,premium unleaded (recommended),360.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Crossover,Performance",Large,4dr SUV,22,14,1851,41995,Mid-range
Dodge,Durango,2016,regular unleaded,293.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Large,4dr SUV,25,18,1851,39595,Mid-range
Dodge,Durango,2016,regular unleaded,293.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Crossover,Performance",Large,4dr SUV,27,19,1851,30495,Mid-range
Dodge,Durango,2016,regular unleaded,295.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Large,4dr SUV,25,18,1851,43895,Mid-range
Dodge,Durango,2016,regular unleaded,293.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Performance",Large,4dr SUV,25,18,1851,33095,Mid-range
Dodge,Durango,2016,premium unleaded (recommended),360.0,8.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Performance",Large,4dr SUV,22,14,1851,44595,Mid-range
Dodge,Durango,2016,regular unleaded,295.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Crossover,Performance",Large,4dr SUV,27,19,1851,42390,Mid-range
Dodge,Durango,2016,regular unleaded,293.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Crossover,Performance",Large,4dr SUV,27,19,1851,36995,Mid-range
Dodge,Durango,2016,regular unleaded,295.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Crossover,Performance",Large,4dr SUV,27,19,1851,41295,Mid-range
Dodge,Durango,2016,regular unleaded,295.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Large,4dr SUV,25,18,1851,44990,Mid-range
Dodge,Durango,2017,regular unleaded,295.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Crossover,Performance",Large,4dr SUV,26,19,1851,37495,Mid-range
Dodge,Durango,2017,regular unleaded,295.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Crossover,Performance",Large,4dr SUV,26,19,1851,42490,Mid-range
Dodge,Durango,2017,regular unleaded,295.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Large,4dr SUV,25,18,1851,40095,Mid-range
Dodge,Durango,2017,premium unleaded (recommended),360.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Crossover,Performance",Large,4dr SUV,22,14,1851,42095,Mid-range
Dodge,Durango,2017,regular unleaded,295.0,6.0,AUTOMATIC,rear wheel drive,4.0,Crossover,Large,4dr SUV,26,19,1851,29995,Budget
Dodge,Durango,2017,premium unleaded (recommended),360.0,8.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Performance",Large,4dr SUV,22,14,1851,44695,Mid-range
Dodge,Durango,2017,regular unleaded,295.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Crossover,Performance",Large,4dr SUV,26,19,1851,41395,Mid-range
Dodge,Durango,2017,regular unleaded,295.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Large,4dr SUV,25,18,1851,43995,Mid-range
Dodge,Durango,2017,regular unleaded,295.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Large,4dr SUV,25,18,1851,45090,Premium
Dodge,Durango,2017,regular unleaded,295.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Large,4dr SUV,25,18,1851,32595,Mid-range
Mercedes-Benz,E-Class,2015,premium unleaded (required),329.0,6.0,AUTOMATIC,all wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,28,20,617,55850,Premium
Mercedes-Benz,E-Class,2015,premium unleaded (required),550.0,8.0,AUTOMATIC,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,23,16,617,93600,Luxury
Mercedes-Benz,E-Class,2015,premium unleaded (required),329.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,29,20,617,53350,Premium
Mercedes-Benz,E-Class,2015,premium unleaded (required),302.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance,Hybrid",Midsize,Sedan,29,24,617,57100,Premium
Mercedes-Benz,E-Class,2015,premium unleaded (required),302.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,28,20,617,54800,Premium
Mercedes-Benz,E-Class,2015,premium unleaded (required),302.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Wagon,27,20,617,59000,Premium
Mercedes-Benz,E-Class,2015,diesel,195.0,4.0,AUTOMATIC,all wheel drive,4.0,"Diesel,Luxury",Midsize,Sedan,38,27,617,54300,Premium
Mercedes-Benz,E-Class,2015,premium unleaded (required),402.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,High-Performance",Midsize,Convertible,26,17,617,67750,Premium
Mercedes-Benz,E-Class,2015,premium unleaded (required),302.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,29,20,617,52300,Premium
Mercedes-Benz,E-Class,2015,premium unleaded (required),577.0,8.0,AUTOMATIC,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,22,15,617,100600,Ultra-Luxury
Mercedes-Benz,E-Class,2015,premium unleaded (required),577.0,8.0,AUTOMATIC,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Wagon,21,15,617,103200,Ultra-Luxury
Mercedes-Benz,E-Class,2015,premium unleaded (required),302.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,29,20,617,52300,Premium
Mercedes-Benz,E-Class,2015,premium unleaded (required),329.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,28,20,617,64850,Premium
Mercedes-Benz,E-Class,2015,diesel,195.0,4.0,AUTOMATIC,all wheel drive,4.0,"Diesel,Luxury",Midsize,Sedan,38,27,617,54300,Premium
Mercedes-Benz,E-Class,2015,premium unleaded (required),402.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,High-Performance",Midsize,Coupe,26,18,617,59400,Premium
Mercedes-Benz,E-Class,2015,premium unleaded (required),329.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Midsize,Convertible,29,20,617,61350,Premium
Mercedes-Benz,E-Class,2015,diesel,195.0,4.0,AUTOMATIC,rear wheel drive,4.0,"Diesel,Luxury",Midsize,Sedan,42,28,617,51800,Premium
Mercedes-Benz,E-Class,2015,premium unleaded (required),302.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Wagon,27,20,617,59000,Premium
Mercedes-Benz,E-Class,2015,premium unleaded (required),302.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,28,20,617,54800,Premium
Mercedes-Benz,E-Class,2015,diesel,195.0,4.0,AUTOMATIC,rear wheel drive,4.0,"Diesel,Luxury",Midsize,Sedan,42,28,617,51800,Premium
Mercedes-Benz,E-Class,2015,premium unleaded (required),329.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,29,20,617,62350,Premium
